Producto;Código producto;Partida;Depósito;Stock:cant.1;Unidad ppal;Moneda del producto;Cotización;Familia;Estadopartida;Cantidadgestionar
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"TORNILLO 3/8 X 1 X 1-1/4"" 161153 M28";TALLER FINCA TOLLOCHE;11.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;LLAVE ESFÉRICA 3/8 M45;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"PERNO DE CARRO 4140 - 2"" M03";TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SINFÍN FABRICADO  M03;TALLER FINCA TOLLOCHE;11.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PERILLA SELECTORA DE PORCENTAJE 03E1707 M26;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TAMBOR Y LLAVE 991370 M73;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TRANSFORMADOR 380V/480V 03E1540 M17;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;KIT DISIPADOR VOLTAJE KA00416 M26;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SOPORTE SY 510 M M63;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ZOCALO PORTA FUSIBLE 10 X 38 M11;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PANEL SOLAR 3W IMT280 M21;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"SIN FIN REDUCTOR 8"" M26";TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TUERCA 5/16-24 M13;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PORTA FILTRO 1731504 M;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"VALVULA MARIPOSA 8"" M48 - M53";TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ABRAZADERA 1"" 1/2 M25";TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONTRAPESO 602040 M14-M48;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN 692303 M36;TALLER FINCA TOLLOCHE;20.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SELLO LABERINTO HD 76.2  110X75X67 105X64X70  M68;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FLAPETA KIT - DSHC-800 R650000-02 M60;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DE MANCHÓN 29865 - SKF/CORNELL M36;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;EJE BOMBA 98 X 780 - 70 X 50 X 140/CORNELL M68;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;EMPAQUETADURA CORNELL M61;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BUJE DE BRONCE 70 X 50 X 140 M68;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SELLO LABERINTO INT 63 MM X EXT 78 MM X 78 MM M68;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BUJE INT 50 MM X EXT 63 MM X LARGA 138 MM M68;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ANILLO DE BRONCE 262X304X2400  M68;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;EMPAQUETADURA 329029 M60;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SINFIN DOBLE SALIDA 1702360 M02 - M04;TALLER FINCA TOLLOCHE;132.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR MODULO SEGURIDAD 315694 M11;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RELAY 3 AMP - 120V - CAJA NEGRA 314610 M73;TALLER FINCA TOLLOCHE;59.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FUSIBLE 45 AMP FRS-R.45 M12;TALLER FINCA TOLLOCHE;34.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MODULO OSCILADOR 03E2245 M66;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR CABLE 314466 M20;TALLER FINCA TOLLOCHE;52.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CABLE CINTA 20 PINES 1813249 M11;TALLER FINCA TOLLOCHE;8.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUBETA TAPA DE CORONA 382A M40;TALLER FINCA TOLLOCHE;11.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FUENTE ALIMENTACION 9311087 M16;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;GOMA DE TRAMPA DE AGUA 102033 M60;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CORREA DE GENERADOR B-70 M71;TALLER FINCA TOLLOCHE;18.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;JUNTA MOLDEADA 6 5/8 991107 M50;TALLER FINCA TOLLOCHE;249.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PLAQUETA DE RELAY 314830 M16;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONTACTOR DIRECCIONAL 03E1848 / CL45A311M3 M16;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CRUCETA KA01300 M32;TALLER FINCA TOLLOCHE;147.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TEMPORIZADOR 60 MIN. 03E2033 M15;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DE MOTOR 9593 (30.17 X 50.36 X 6.35) M36;TALLER FINCA TOLLOCHE;174.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ANTENA DE REF. Y SEG. 03E3829 M57;TALLER FINCA TOLLOCHE;7.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DOBLE MAZA CH. 258023 256042 099175AP1-3 M35;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MODULO GUIA 03E1547 M66;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ESCALA 106531 M83;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN 9594 (25.4 X 40 X 7.95) M36;TALLER FINCA TOLLOCHE;78.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CORREA DE GENERADOR B66 M71;TALLER FINCA TOLLOCHE;15.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;JUNTA MOLDEADA 8 5/8 994500 M51;TALLER FINCA TOLLOCHE;137.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANGO FLEXIBLE 994520 - 8 5/8 M05;TALLER FINCA TOLLOCHE;24.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PANTALLA SOLAR 20 WATT KS20T / 0320319 M70;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR MODULO OSCILADOR 315726 M11;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ROTULA DE LEVA 996131 M25;TALLER FINCA TOLLOCHE;95.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;REGLETA 3 FASES 315121 M27;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PULSADOR  M17;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TERMICA 5 AMP 03E1590 M27;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;LLAVE SELECTORA 315746 M22;TALLER FINCA TOLLOCHE;9.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETARDO 1 SRG. KA00415 M32;TALLER FINCA TOLLOCHE;153.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SEGURO SEEGER 257013 M16;TALLER FINCA TOLLOCHE;56.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;EJE MOTORREDUCTOR  M03;TALLER FINCA TOLLOCHE;38.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN 03E1750 M37;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;VARILLA 1731232 M02;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TUERCA 5/16 ACERO INOXIDABLE 131037 M62;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;REGLETA 3E1899 M67;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA N°17 601685 M67;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA N°18 601687 M67;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA N°19.5 601690 M67;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA 180° 19 496190 M55;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA 180° 20 496200 M55;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANCHON DE ACOPLE 420X160X50 M01;TALLER FINCA TOLLOCHE;9.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BATERIA SOLAR 12 MVA-18 M72-M03;TALLER FINCA TOLLOCHE;20.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;POLEA 200 MM CON CHAVETERO M03;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA SENINGER N° 20 M38;TALLER FINCA TOLLOCHE;3.500.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PULSADOR P-VERDE M21;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;NIVEL ACODADO DE BRONCE 3/4 M60;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SELLO CHICO 30400101 M61;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SOPORTE DE ANTENA DE FLOTACION 1731299 M06;TALLER FINCA TOLLOCHE;26.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RESORTE BRAZO DE AUTOESTOP M06;TALLER FINCA TOLLOCHE;8.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SOPORTE 1730577 M33;TALLER FINCA TOLLOCHE;17.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;GABINETE 300X300X200 M34;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUBETA SINFIN DE MAZA HM88610 M40;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"LLAVE DE PASO 3"" M46";TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
